protein_accession_clean,gene_symbol,protein_name_final,HPX,Tf,control,present_in_HPX,present_in_Tf,present_in_control,candidate_HPX_specific,candidate_shared_HPX_Tf,candidate_HPX_over_background_score
P46087,NOP2,28S rRNA (cytosine(4447)-C(5))-methyltransferase,0.0,0.0,1.0,False,False,True,False,False,-1.0
P46783,RPS10,Small ribosomal subunit protein eS10,0.0,0.0,1.0,False,False,True,False,False,-1.0
P47755,CAPZA2,F-actin-capping protein subunit alpha-2,0.0,0.0,1.0,False,False,True,False,False,-1.0
P47756,CAPZB,F-actin-capping protein subunit beta,0.0,0.0,1.0,False,False,True,False,False,-1.0
P47897,QARS1,Glutamine--tRNA ligase,0.0,0.0,1.0,False,False,True,False,False,-1.0
P49207,RPL34,Large ribosomal subunit protein eL34,0.0,0.0,1.0,False,False,True,False,False,-1.0
P49326,FMO5,Flavin-containing monooxygenase 5,0.0,0.0,1.0,False,False,True,False,False,-1.0
P49458,SRP9,Signal recognition particle 9 kDa protein,0.0,0.0,1.0,False,False,True,False,False,-1.0
P50226,SULT1A2,Sulfotransferase 1A2,0.0,0.0,1.0,False,False,True,False,False,-1.0
P50990,CCT8,T-complex protein 1 subunit theta,0.0,0.0,1.0,False,False,True,False,False,-1.0
P51114,FXR1,RNA-binding protein FXR1,0.0,0.0,1.0,False,False,True,False,False,-1.0
P51153,RAB13,Ras-related protein Rab-13,0.0,0.0,1.0,False,False,True,False,False,-1.0
P52294,KPNA1,Importin subunit alpha-5,0.0,0.0,1.0,False,False,True,False,False,-1.0
P53618,COPB1,Coatomer subunit beta,0.0,0.0,1.0,False,False,True,False,False,-1.0
P54652,HSPA2,Heat shock-related 70 kDa protein 2,0.0,0.0,1.0,False,False,True,False,False,-1.0
P55795,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,0.0,0.0,1.0,False,False,True,False,False,-1.0
P56385,ATP5ME,"ATP synthase F(0) complex subunit e, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
P57088,TMEM33,Transmembrane protein 33,0.0,0.0,1.0,False,False,True,False,False,-1.0
P60468,SEC61B,Protein transport protein Sec61 subunit beta,0.0,0.0,1.0,False,False,True,False,False,-1.0
P61221,ABCE1,ATP-binding cassette sub-family E member 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
P61513,RPL37A,Large ribosomal subunit protein eL43,0.0,0.0,1.0,False,False,True,False,False,-1.0
P61626,LYZ,Lysozyme C,0.0,0.0,1.0,False,False,True,False,False,-1.0
P61803,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,0.0,0.0,1.0,False,False,True,False,False,-1.0
P62081,RPS7,Small ribosomal subunit protein eS7,0.0,0.0,1.0,False,False,True,False,False,-1.0
P62195,PSMC5,26S proteasome regulatory subunit 8,0.0,0.0,1.0,False,False,True,False,False,-1.0
P62258,YWHAE,14-3-3 protein epsilon,0.0,0.0,1.0,False,False,True,False,False,-1.0
P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,0.0,0.0,1.0,False,False,True,False,False,-1.0
P62491,RAB11A,Ras-related protein Rab-11A,0.0,0.0,1.0,False,False,True,False,False,-1.0
P62820,RAB1A,Ras-related protein Rab-1A,0.0,0.0,1.0,False,False,True,False,False,-1.0
P62841,RPS15,Small ribosomal subunit protein uS19,0.0,0.0,1.0,False,False,True,False,False,-1.0
P62854,RPS26,Small ribosomal subunit protein eS26,0.0,0.0,1.0,False,False,True,False,False,-1.0
P63104,YWHAZ,14-3-3 protein zeta/delta,0.0,0.0,1.0,False,False,True,False,False,-1.0
P63173,RPL38,Large ribosomal subunit protein eL38,0.0,0.0,1.0,False,False,True,False,False,-1.0
P78362,SRPK2,SRSF protein kinase 2,0.0,0.0,1.0,False,False,True,False,False,-1.0
P78371,CCT2,T-complex protein 1 subunit beta,0.0,0.0,1.0,False,False,True,False,False,-1.0
P78527,PRKDC,DNA-dependent protein kinase catalytic subunit,0.0,0.0,1.0,False,False,True,False,False,-1.0
P80297,MT1X,Metallothionein-1X,0.0,0.0,1.0,False,False,True,False,False,-1.0
P81605,DCD,Dermcidin,0.0,0.0,1.0,False,False,True,False,False,-1.0
P84095,RHOG,Rho-related GTP-binding protein RhoG,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q00577,PURA,Transcriptional activator protein Pur-alpha,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q02978,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q06520,SULT2A1,Sulfotransferase 2A1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q07065,CKAP4,Cytoskeleton-associated protein 4,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q08170,SRSF4,Serine/arginine-rich splicing factor 4,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q08554,DSC1,Desmocollin-1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q08AH3,ACSM2A,"Acyl-coenzyme A synthetase ACSM2A, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q12905,ILF2,Interleukin enhancer-binding factor 2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q13011,ECH1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q13045,FLII,Protein flightless-1 homolog,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q13268,DHRS2,"Dehydrogenase/reductase SDR family member 2, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q13637,RAB32,Ras-related protein Rab-32,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q14032,BAAT,Bile acid-CoA:amino acid N-acyltransferase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q14240,EIF4A2,Eukaryotic initiation factor 4A-II,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q14678,KANK1,KN motif and ankyrin repeat domain-containing protein 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q14749,GNMT,Glycine N-methyltransferase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q14847,LASP1,LIM and SH3 domain protein 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q14964,RAB39A,Ras-related protein Rab-39A,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q15020,SART3,"Spliceosome associated factor 3, U4/U6 recycling protein",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q15125,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q15166,PON3,Serum paraoxonase/lactonase 3,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q15717,ELAVL1,ELAV-like protein 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q15907,RAB11B,Ras-related protein Rab-11B,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q16527,CSRP2,Cysteine and glycine-rich protein 2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q16629,SRSF7,Serine/arginine-rich splicing factor 7,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q16775,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q5D862,FLG2,Filaggrin-2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q5JNZ5,RPS26P11,Putative ribosomal protein eS26-like,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q6DD88,ATL3,Atlastin-3,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q6IAN0,DHRS7B,Peroxisomal reductase activating PPAR-gamma,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q6UWP8,SBSN,Suprabasin,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q6UXV4,APOOL,MICOS complex subunit MIC27,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q71UM5,RPS27L,Ribosomal protein eS27-like,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q86UE4,MTDH,Protein LYRIC,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q86VP6,CAND1,Cullin-associated NEDD8-dissociated protein 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q86WU2,LDHD,"D-lactate dehydrogenase, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q86XE5,HOGA1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q8IVS8,GLYCTK,Glycerate kinase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q8N1G4,LRRC47,Leucine-rich repeat-containing protein 47,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q8TC12,RDH11,Retinol dehydrogenase 11,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q8TD47,RPS4Y2,"Small ribosomal subunit protein eS4, Y isoform 2",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q8WUM4,PDCD6IP,Programmed cell death 6-interacting protein,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q8WYK0,ACOT12,Acetyl-coenzyme A thioesterase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q92520,FAM3C,Protein FAM3C,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q92522,H1-10,Histone H1.10,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q92526,CCT6B,Probable T-complex protein 1 subunit zeta-2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q92541,RTF1,RNA polymerase-associated protein RTF1 homolog,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q92887,ABCC2,ATP-binding cassette sub-family C member 2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q92901,RPL3L,Ribosomal protein uL3-like,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q93008,USP9X,Ubiquitin carboxyl-terminal hydrolase 9X,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q969V3,NCLN,BOS complex subunit NCLN,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q96A26,FAM162A,Protein FAM162A,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q96AB3,ISOC2,Isochorismatase domain-containing protein 2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q96EY7,PTCD3,Small ribosomal subunit protein mS39,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q96KP4,CNDP2,Cytosolic non-specific dipeptidase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q96N76,UROC1,Urocanate hydratase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q96SB4,SRPK1,SRSF protein kinase 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q96SI9,STRBP,Spermatid perinuclear RNA-binding protein,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q99623,PHB2,Prohibitin-2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9BPW8,NIPSNAP1,Protein NipSnap homolog 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9BRJ6,CHLSN,Protein cholesin,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9BSH5,HDHD3,Haloacid dehalogenase-like hydrolase domain-containing protein 3,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9BSJ8,ESYT1,Extended synaptotagmin-1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9BUF5,TUBB6,Tubulin beta-6 chain,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9BUJ2,HNRNPUL1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9BXJ9,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9BYK8,HELZ2,3'-5' exoribonuclease HELZ2,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9H0W9,BKGD,Beta-keto L-gulonate decarboxylase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9H2K8,TAOK3,Serine/threonine-protein kinase TAO3,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9H4B7,TUBB1,Tubulin beta-1 chain,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9HCC0,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9NP72,RAB18,Ras-related protein Rab-18,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9NQ39,RPS10P5,Putative ribosomal protein eS10-like,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9NQ94,A1CF,APOBEC1 complementation factor,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9NQC3,RTN4,Reticulon-4,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9NTK5,OLA1,Obg-like ATPase 1,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9NVS9,PNPO,Pyridoxine-5'-phosphate oxidase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9NX47,MARCHF5,E3 ubiquitin-protein ligase MARCHF5,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9NZT1,CALML5,Calmodulin-like protein 5,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9P035,HACD3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9P0Z9,PIPOX,Peroxisomal sarcosine oxidase,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9UDR5,AASS,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9UIJ7,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9UJS0,SLC25A13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9UKD2,MRTO4,mRNA turnover protein 4 homolog,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9UKR5,ERG28,Ergosterol biosynthetic protein 28 homolog,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9UQ88,CDK11A,Cyclin-dependent kinase 11A,0.0,0.0,1.0,False,False,True,False,False,-1.0
Q9Y5L4,TIMM13,Mitochondrial import inner membrane translocase subunit Tim13,0.0,0.0,1.0,False,False,True,False,False,-1.0
P00325,ADH1B,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,4.0,2.0,6.0,True,True,True,False,True,-2.0
P00326,ADH1C,Alcohol dehydrogenase 1C,4.0,2.0,6.0,True,True,True,False,True,-2.0
P02533,KRT14,"Keratin, type I cytoskeletal 14",4.0,2.0,6.0,True,True,True,False,True,-2.0
P04264,KRT1,"Keratin, type II cytoskeletal 1",4.0,2.0,6.0,True,True,True,False,True,-2.0
P07099,EPHX1,Epoxide hydrolase 1,4.0,1.0,6.0,True,True,True,False,True,-2.0
P07327,ADH1A,Alcohol dehydrogenase 1A,4.0,2.0,6.0,True,True,True,False,True,-2.0
P08319,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,4.0,1.0,6.0,True,True,True,False,True,-2.0
P08779,KRT16,"Keratin, type I cytoskeletal 16",4.0,2.0,6.0,True,True,True,False,True,-2.0
P13645,KRT10,"Keratin, type I cytoskeletal 10",4.0,2.0,6.0,True,True,True,False,True,-2.0
P19338,NCL,Nucleolin,4.0,2.0,6.0,True,True,True,False,True,-2.0
P31327,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",4.0,2.0,6.0,True,True,True,False,True,-2.0
P35527,KRT9,"Keratin, type I cytoskeletal 9",4.0,2.0,6.0,True,True,True,False,True,-2.0
P35579,MYH9,Myosin-9,4.0,2.0,6.0,True,True,True,False,True,-2.0
P35908,KRT2,"Keratin, type II cytoskeletal 2 epidermal",4.0,2.0,6.0,True,True,True,False,True,-2.0
P60709,ACTB,"Actin, cytoplasmic 1",4.0,2.0,6.0,True,True,True,False,True,-2.0
P63261,ACTG1,"Actin, cytoplasmic 2",4.0,2.0,6.0,True,True,True,False,True,-2.0
P68032,ACTC1,"Actin, alpha cardiac muscle 1",4.0,2.0,6.0,True,True,True,False,True,-2.0
P68133,ACTA1,"Actin, alpha skeletal muscle",4.0,2.0,6.0,True,True,True,False,True,-2.0
Q04695,KRT17,"Keratin, type I cytoskeletal 17",4.0,2.0,6.0,True,True,True,False,True,-2.0
Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",4.0,0.0,6.0,True,False,True,False,False,-2.0
P00338,LDHA,L-lactate dehydrogenase A chain,3.0,0.0,5.0,True,False,True,False,False,-2.0
P05787,KRT8,"Keratin, type II cytoskeletal 8",3.0,1.0,5.0,True,True,True,False,True,-2.0
P06576,ATP5F1B,"ATP synthase F(1) complex subunit beta, mitochondrial",3.0,0.0,5.0,True,False,True,False,False,-2.0
P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",3.0,0.0,5.0,True,False,True,False,False,-2.0
Q06830,PRDX1,Peroxiredoxin-1,3.0,2.0,5.0,True,True,True,False,True,-2.0
A6NMY6,ANXA2P2,Putative annexin A2-like protein,2.0,0.0,4.0,True,False,True,False,False,-2.0
O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,2.0,0.0,4.0,True,False,True,False,False,-2.0
O60701,UGDH,UDP-glucose 6-dehydrogenase,2.0,0.0,4.0,True,False,True,False,False,-2.0
P00167,CYB5A,Cytochrome b5,2.0,1.0,4.0,True,True,True,False,True,-2.0
P00367,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",2.0,0.0,4.0,True,False,True,False,False,-2.0
P00505,GOT2,"Aspartate aminotransferase, mitochondrial",2.0,0.0,4.0,True,False,True,False,False,-2.0
P00966,ASS1,Argininosuccinate synthase,2.0,0.0,4.0,True,False,True,False,False,-2.0
P07355,ANXA2,Annexin A2,2.0,0.0,4.0,True,False,True,False,False,-2.0
P07437,TUBB,Tubulin beta chain,2.0,0.0,4.0,True,False,True,False,False,-2.0
P09110,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",2.0,0.0,4.0,True,False,True,False,False,-2.0
P09429,HMGB1,High mobility group protein B1,2.0,1.0,4.0,True,True,True,False,True,-2.0
P16662,UGT2B7,UDP-glucuronosyltransferase 2B7,2.0,0.0,4.0,True,False,True,False,False,-2.0
P17066,HSPA6,Heat shock 70 kDa protein 6,2.0,1.0,4.0,True,True,True,False,True,-2.0
P18085,ARF4,ADP-ribosylation factor 4,2.0,0.0,4.0,True,False,True,False,False,-2.0
P19012,KRT15,"Keratin, type I cytoskeletal 15",2.0,2.0,4.0,True,True,True,False,True,-2.0
P21397,MAOA,Amine oxidase [flavin-containing] A,2.0,0.0,4.0,True,False,True,False,False,-2.0
P23528,CFL1,Cofilin-1,2.0,0.0,4.0,True,False,True,False,False,-2.0
P27338,MAOB,Amine oxidase [flavin-containing] B,2.0,0.0,4.0,True,False,True,False,False,-2.0
P33121,ACSL1,Long-chain-fatty-acid--CoA ligase 1,2.0,0.0,4.0,True,False,True,False,False,-2.0
P36537,UGT2B10,UDP-glucuronosyltransferase 2B10,2.0,0.0,4.0,True,False,True,False,False,-2.0
P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",2.0,2.0,4.0,True,True,True,False,True,-2.0
P48735,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial",2.0,0.0,4.0,True,False,True,False,False,-2.0
P48741,HSPA7,Putative heat shock 70 kDa protein 7,2.0,1.0,4.0,True,True,True,False,True,-2.0
P54855,UGT2B15,UDP-glucuronosyltransferase 2B15,2.0,0.0,4.0,True,False,True,False,False,-2.0
Q6UX53,TMT1B,Thiol S-methyltransferase TMT1B,2.0,0.0,4.0,True,False,True,False,False,-2.0
Q8NBQ5,HSD17B11,Estradiol 17-beta-dehydrogenase 11,2.0,0.0,4.0,True,False,True,False,False,-2.0
Q96IU4,ABHD14B,Putative protein-lysine deacylase ABHD14B,2.0,0.0,4.0,True,False,True,False,False,-2.0
P04080,CSTB,Cystatin-B,1.0,0.0,3.0,True,False,True,False,False,-2.0
P06748,NPM1,Nucleophosmin,1.0,0.0,3.0,True,False,True,False,False,-2.0
P31153,MAT2A,S-adenosylmethionine synthase isoform type-2,1.0,0.0,3.0,True,False,True,False,False,-2.0
Q01130,SRSF2,Serine/arginine-rich splicing factor 2,1.0,0.0,3.0,True,False,True,False,False,-2.0
Q02338,BDH1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",1.0,0.0,3.0,True,False,True,False,False,-2.0
Q14894,CRYM,Ketimine reductase mu-crystallin,1.0,0.0,3.0,True,False,True,False,False,-2.0
Q7Z4W1,DCXR,L-xylulose reductase,1.0,0.0,3.0,True,False,True,False,False,-2.0
Q86YZ3,HRNR,Hornerin,1.0,0.0,3.0,True,False,True,False,False,-2.0
A0A075B6S2,IGKV2D-29,Immunoglobulin kappa variable 2D-29,0.0,0.0,2.0,False,False,True,False,False,-2.0
A2NJV5,IGKV2-29,Immunoglobulin kappa variable 2-29,0.0,0.0,2.0,False,False,True,False,False,-2.0
A6NNZ2,TUBB8B,Tubulin beta 8B,0.0,0.0,2.0,False,False,True,False,False,-2.0
O00159,MYO1C,Unconventional myosin-Ic,0.0,0.0,2.0,False,False,True,False,False,-2.0
O00203,AP3B1,AP-3 complex subunit beta-1,0.0,0.0,2.0,False,False,True,False,False,-2.0
O00468,AGRN,Agrin,0.0,0.0,2.0,False,False,True,False,False,-2.0
O14773,TPP1,Tripeptidyl-peptidase 1,0.0,0.0,2.0,False,False,True,False,False,-2.0
O14975,SLC27A2,Long-chain fatty acid transport protein 2,0.0,0.0,2.0,False,False,True,False,False,-2.0
O15258,RER1,Protein RER1,0.0,0.0,2.0,False,False,True,False,False,-2.0
O15371,EIF3D,Eukaryotic translation initiation factor 3 subunit D,0.0,0.0,2.0,False,False,True,False,False,-2.0
O43390,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,0.0,0.0,2.0,False,False,True,False,False,-2.0
O43707,ACTN4,Alpha-actinin-4,0.0,0.0,2.0,False,False,True,False,False,-2.0
O60506,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,0.0,0.0,2.0,False,False,True,False,False,-2.0
O75131,CPNE3,Copine-3,0.0,0.0,2.0,False,False,True,False,False,-2.0
O75369,FLNB,Filamin-B,0.0,0.0,2.0,False,False,True,False,False,-2.0
O75396,SEC22B,Vesicle-trafficking protein SEC22b,0.0,0.0,2.0,False,False,True,False,False,-2.0
O75891,ALDH1L1,Cytosolic 10-formyltetrahydrofolate dehydrogenase,0.0,0.0,2.0,False,False,True,False,False,-2.0
O76031,CLPX,"ATP-dependent clpX-like chaperone, mitochondrial",0.0,0.0,2.0,False,False,True,False,False,-2.0
O76094,SRP72,Signal recognition particle subunit SRP72,0.0,0.0,2.0,False,False,True,False,False,-2.0
O94832,MYO1D,Unconventional myosin-Id,0.0,0.0,2.0,False,False,True,False,False,-2.0
O95373,IPO7,Importin-7,0.0,0.0,2.0,False,False,True,False,False,-2.0
O95563,MPC2,Mitochondrial pyruvate carrier 2,0.0,0.0,2.0,False,False,True,False,False,-2.0
